Zona;Subzona;Canton;Presunta_Subinfraccion;Fecha de Detencion;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;VARIOS;16-08-16;FLAGRANTE;MUJER;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;16-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;16-08-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;16-08-16;BOLETA;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-08-16;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 9;DMQ;QUITO;FALSO TESTIMONIO/PERJURIO;16-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;16-08-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 9;DMQ;QUITO;COHECHO;16-08-16;BOLETA;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;MUJER;47;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;53;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;17-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;17-08-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A INSTITUCIONES PUBLICAS;17-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;17-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;17-08-16;FLAGRANTE;HOMBRE;28;CHINA
ZONA 9;DMQ;QUITO;HURTO;17-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;17-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;17-08-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;17-08-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;ABUSO DE CONFIANZA;18-08-16;BOLETA;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;18-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-08-16;BOLETA;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-08-16;BOLETA;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-08-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;18-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;18-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-08-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-08-16;FLAGRANTE;HOMBRE;85;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;18-08-16;FLAGRANTE;MUJER;67;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;18-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;18-08-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;18-08-16;FLAGRANTE;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;19-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;19-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;19-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-08-16;FLAGRANTE;MUJER;46;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-08-16;FLAGRANTE;MUJER;37;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;19-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;19-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-08-16;FLAGRANTE;HOMBRE;67;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;19-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;19-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;19-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;19-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;20-08-16;BOLETA;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;20-08-16;BOLETA;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;HOMBRE;23;COLOMBIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;24;COLOMBIA
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;MUJER;27;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;MUJER;25;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;20-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;20-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;HOMICIDIO;20-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;20-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;21-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;21-08-16;FLAGRANTE;HOMBRE;49;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;MUJER;36;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;21-08-16;FLAGRANTE;MUJER;23;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;21-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;21-08-16;FLAGRANTE;HOMBRE;20;COLOMBIA
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;21-08-16;FLAGRANTE;MUJER;22;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;21-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;21-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;21-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;INTIMIDACION/AMENAZA;21-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;ASESINATO;21-08-16;BOLETA;MUJER;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;21-08-16;FLAGRANTE;MUJER;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;58;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;21-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;22-08-16;BOLETA;HOMBRE;56;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;22-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;22-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;22-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;22-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;22-08-16;FLAGRANTE;HOMBRE;50;ESTADOS UNIDOS
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;22-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;22-08-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;22-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;22-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;23-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;23-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;23-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;23-08-16;FLAGRANTE;HOMBRE;46;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;23-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;23-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;23-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;23-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;23-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A INSTITUCIONES DE SALUD;24-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;24-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;24-08-16;FLAGRANTE;MUJER;28;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24-08-16;FLAGRANTE;HOMBRE;25;COLOMBIA
ZONA 9;DMQ;QUITO;RECEPTACION;24-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;24-08-16;FLAGRANTE;MUJER;49;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;24-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;24-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;24-08-16;FLAGRANTE;MUJER;26;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;24-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;24-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;25-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-08-16;FLAGRANTE;MUJER;28;CUBA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-08-16;FLAGRANTE;MUJER;23;COLOMBIA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-08-16;FLAGRANTE;MUJER;24;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;25-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;25-08-16;FLAGRANTE;HOMBRE;36;COLOMBIA
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-08-16;FLAGRANTE;MUJER;22;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;HOMBRE;26;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;25-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;MUJER;40;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;25-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;25-08-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;26-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;26-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26-08-16;FLAGRANTE;MUJER;19;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26-08-16;FLAGRANTE;MUJER;19;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26-08-16;FLAGRANTE;MUJER;21;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;MUJER;45;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;26-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;26-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;26-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;26-08-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;26-08-16;FLAGRANTE;MUJER;32;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;26-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;26-08-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;27-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;27-08-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;27-08-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;27-08-16;BOLETA;MUJER;47;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;27-08-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;MUJER;57;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;27-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;28-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;28-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;28-08-16;FLAGRANTE;HOMBRE;28;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;28-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;28-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;28-08-16;FLAGRANTE;HOMBRE;58;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;EXTORSION;28-08-16;FLAGRANTE;HOMBRE;25;VENEZUELA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;28-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;28-08-16;FLAGRANTE;HOMBRE;59;ECUADOR
ZONA 9;DMQ;QUITO;HOMICIDIO;28-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE VIOLACION;28-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;29-08-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;29-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;29-08-16;FLAGRANTE;HOMBRE;29;COLOMBIA
ZONA 9;DMQ;QUITO;MICROTRAFICO;29-08-16;BOLETA;MUJER;45;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;29-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;30-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ACOSO SEXUAL;30-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;30-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;30-08-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;30-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;30-08-16;FLAGRANTE;MUJER;23;ECUADOR
ZONA 9;DMQ;QUITO;TRAFICO/TENENCIA DE MONEDA FALSA;30-08-16;FLAGRANTE;MUJER;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;30-08-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;30-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;31-08-16;FLAGRANTE;HOMBRE;21;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;31-08-16;FLAGRANTE;MUJER;32;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;31-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;31-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;31-08-16;FLAGRANTE;HOMBRE;35;COLOMBIA
ZONA 9;DMQ;QUITO;VARIOS;31-08-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;31-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;31-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;25-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;25-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;IMBABURA;IBARRA;ASOCIACION ILICITA;11-08-16;BOLETA;HOMBRE;42;ECUADOR
ZONA 1;IMBABURA;IBARRA;ASOCIACION ILICITA;11-08-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;10-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;10-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
